Gemeinde, Frauen  +/- pro 100,20-24  jährigeFrauen +/- pro 100,25-29  jährigeFrauen +/- pro 100,30-34  jährigeFrauen +/- pro 100,35-39  jährigeFrauen +/- pro 100,40-44  jährigeFrauen +/- pro 100,45-49  jährigeFrauen +/- pro 100,50-54  jährigeFrauen +/- pro 100,55-59  jährigeFrauen +/- pro 100,60-64  jährigeFrauen +/- pro 100,65-69  jährigeFrauen +/- pro 100,70-74  jährigeFrauen +/- pro 100,75-79  jährigeFrauen +/- pro 100,80-84  jährigeFrauen +/- pro 100,85-89  jährigeFrauen +/- pro 100,90-94  jährigeFrauen +/- pro 100, Männer  +/- pro 100,20-24  jährigeMänner +/- pro 100,25-29  jährigeMänner +/- pro 100,30-34  jährigeMänner +/- pro 100,35-39  jährigeMänner +/- pro 100,40-44  jährigeMänner +/- pro 100,45-49  jährigeMänner +/- pro 100,50-54  jährigeMänner +/- pro 100,55-59  jährigeMänner +/- pro 100,60-64  jährigeMänner +/- pro 100,65-69  jährigeMänner +/- pro 100,70-74  jährigeMänner +/- pro 100,75-79  jährigeMänner +/- pro 100,80-84  jährigeMänner +/- pro 100,85-89  jährigeMänner +/- pro 100,90-94  jährigeMänner +/- pro 100
Neuenhof,0.4,-0.7,-0.6,-1.0,-0.3,-0.4,0.2,0.0,0.3,0.5,0.5,0.5,0.6,0.5,0.4,0.2,-0.4,0.7,0.6,1.0,0.3,0.4,-0.2,-0.0,-0.3,-0.5,-0.5,-0.5,-0.6,-0.5,-0.4,-0.2
Niederrohrdorf,2.5,-0.4,-0.3,-0.4,-0.1,0.3,-0.4,0.1,0.1,0.4,0.3,0.6,0.8,0.5,0.6,0.2,-2.5,0.4,0.3,0.4,0.1,-0.3,0.4,-0.1,-0.1,-0.4,-0.3,-0.6,-0.8,-0.5,-0.6,-0.2
Oberrohrdorf,-0.4,-0.5,-0.5,-0.4,-0.3,-0.1,-0.2,0.1,0.2,0.0,0.0,0.6,0.7,0.3,0.3,0.2,0.4,0.5,0.5,0.4,0.3,0.1,0.2,-0.1,-0.2,-0.0,-0.0,-0.6,-0.7,-0.3,-0.3,-0.2
Obersiggenthal,2.5,-0.5,-0.7,-0.3,-0.3,-0.0,-0.1,0.2,0.1,0.4,0.5,0.7,0.5,0.9,0.7,0.4,-2.5,0.5,0.7,0.3,0.3,0.0,0.1,-0.2,-0.1,-0.4,-0.5,-0.7,-0.5,-0.9,-0.7,-0.4
Remetschwil,-3.5,-0.9,-0.5,-0.0,-0.6,-0.4,0.4,-0.1,0.5,-0.1,0.1,0.5,0.2,-0.0,0.0,0.1,3.5,0.9,0.5,0.0,0.6,0.4,-0.4,0.1,-0.5,0.1,-0.1,-0.5,-0.2,0.0,-0.0,-0.1
Spreitenbach,-0.5,-0.7,-0.6,-0.7,-0.3,-0.3,-0.2,0.2,-0.1,0.3,0.3,0.6,0.6,0.5,0.3,0.1,0.5,0.7,0.6,0.7,0.3,0.3,0.2,-0.2,0.1,-0.3,-0.3,-0.6,-0.6,-0.5,-0.3,-0.1
Stetten (AG),0.5,1.2,-0.7,-0.2,0.0,-0.4,-0.3,0.2,0.1,0.0,0.2,0.0,0.4,0.4,0.2,0.2,-0.5,-1.2,0.7,0.2,0.0,0.4,0.3,-0.2,-0.1,-0.0,-0.2,-0.0,-0.4,-0.4,-0.2,-0.2
Turgi,-0.1,-0.0,-0.5,-1.0,-1.0,-0.2,-0.4,0.4,0.6,0.1,0.3,0.3,0.5,0.5,0.3,0.1,0.1,0.0,0.5,1.0,1.0,0.2,0.4,-0.4,-0.6,-0.1,-0.3,-0.3,-0.5,-0.5,-0.3,-0.1
Untersiggenthal,-1.0,-0.3,-0.9,-0.6,-0.1,-0.1,-0.1,-0.3,0.1,0.3,0.1,0.3,0.3,0.5,0.4,0.2,1.0,0.3,0.9,0.6,0.1,0.1,0.1,0.3,-0.1,-0.3,-0.1,-0.3,-0.3,-0.5,-0.4,-0.2
Wettingen,2.4,-0.1,-0.4,-0.8,-0.3,-0.2,-0.2,-0.1,0.2,0.3,0.4,0.7,0.9,1.0,0.9,0.4,-2.4,0.1,0.4,0.8,0.3,0.2,0.2,0.1,-0.2,-0.3,-0.4,-0.7,-0.9,-1.0,-0.9,-0.4
Wohlenschwil,1.5,-0.3,-0.4,-0.3,-0.3,-0.5,-1.1,0.5,0.2,0.9,0.1,0.5,-0.1,0.1,0.9,0.2,-1.5,0.3,0.4,0.3,0.3,0.5,1.1,-0.5,-0.2,-0.9,-0.1,-0.5,0.1,-0.1,-0.9,-0.2
Würenlingen,0.3,-0.5,-0.5,-0.4,-0.3,0.0,-0.3,0.3,-0.1,-0.0,0.4,0.4,0.5,0.6,0.3,0.3,-0.3,0.5,0.5,0.4,0.3,-0.0,0.3,-0.3,0.1,0.0,-0.4,-0.4,-0.5,-0.6,-0.3,-0.3
Würenlos,0.7,0.0,-0.5,-0.4,-0.1,-0.2,0.0,0.2,0.2,0.3,0.2,0.6,0.4,0.5,0.2,0.1,-0.7,-0.0,0.5,0.4,0.1,0.2,-0.0,-0.2,-0.2,-0.3,-0.2,-0.6,-0.4,-0.5,-0.2,-0.1
Ehrendingen,1.6,-0.4,0.3,-0.2,-0.3,-0.1,0.1,0.2,-0.0,0.1,0.4,0.6,0.5,0.5,0.4,0.4,-1.6,0.4,-0.3,0.2,0.3,0.1,-0.1,-0.2,0.0,-0.1,-0.4,-0.6,-0.5,-0.5,-0.4,-0.4
Arni (AG),-2.5,-1.0,-0.2,-0.5,-0.4,0.5,-0.9,1.0,0.2,0.1,0.1,0.3,0.5,0.2,0.3,0.0,2.5,1.0,0.2,0.5,0.4,-0.5,0.9,-1.0,-0.2,-0.1,-0.1,-0.3,-0.5,-0.2,-0.3,0.0
Berikon,0.6,-0.3,-0.7,-0.4,-0.1,0.4,0.3,0.1,-0.2,0.3,0.6,0.5,0.4,0.6,0.3,0.2,-0.6,0.3,0.7,0.4,0.1,-0.4,-0.3,-0.1,0.2,-0.3,-0.6,-0.5,-0.4,-0.6,-0.3,-0.2
Bremgarten (AG),1.8,-0.4,-0.6,-0.6,-0.6,-0.3,-0.2,0.3,0.2,0.2,0.4,0.6,0.5,0.6,0.6,0.2,-1.8,0.4,0.6,0.6,0.6,0.3,0.2,-0.3,-0.2,-0.2,-0.4,-0.6,-0.5,-0.6,-0.6,-0.2
Büttikon,-0.7,-0.3,-0.5,0.4,-0.6,-0.3,0.4,-0.1,-0.2,0.7,-0.1,0.4,0.4,0.3,0.3,0.0,0.7,0.3,0.5,-0.4,0.6,0.3,-0.4,0.1,0.2,-0.7,0.1,-0.4,-0.4,-0.3,-0.3,0.0
Dottikon,-1.3,0.1,-0.3,-1.0,-0.4,-0.1,-0.3,-0.2,-0.4,0.3,0.5,0.4,0.4,0.6,0.5,0.2,1.3,-0.1,0.3,1.0,0.4,0.1,0.3,0.2,0.4,-0.3,-0.5,-0.4,-0.4,-0.6,-0.5,-0.2
Eggenwil,-4.8,-0.7,-1.0,-0.3,-0.8,0.5,-0.7,-0.5,0.1,-0.2,0.1,0.8,0.1,1.1,0.2,0.2,4.8,0.7,1.0,0.3,0.8,-0.5,0.7,0.5,-0.1,0.2,-0.1,-0.8,-0.1,-1.1,-0.2,-0.2
Fischbach-Göslikon,1.6,-0.2,-0.4,0.7,-0.1,0.0,0.2,0.2,-0.1,-0.1,0.0,0.4,-0.2,0.4,0.4,0.1,-1.6,0.2,0.4,-0.7,0.1,0.0,-0.2,-0.2,0.1,0.1,0.0,-0.4,0.2,-0.4,-0.4,-0.1
Hägglingen,-0.2,-0.3,-0.8,-0.5,-0.1,-0.3,0.1,-0.8,-0.2,0.0,-0.0,0.6,0.3,0.9,0.3,0.3,0.2,0.3,0.8,0.5,0.1,0.3,-0.1,0.8,0.2,-0.0,0.0,-0.6,-0.3,-0.9,-0.3,-0.3
Jonen,0.7,0.0,-0.2,-0.1,-0.2,-0.1,-0.4,0.4,0.1,0.0,0.4,0.3,0.4,0.4,0.3,0.0,-0.7,-0.0,0.2,0.1,0.2,0.1,0.4,-0.4,-0.1,-0.0,-0.4,-0.3,-0.4,-0.4,-0.3,-0.0
Niederwil (AG),-1.4,-1.2,-0.1,-0.6,-0.1,-0.0,0.2,0.0,0.1,0.0,0.1,0.1,0.1,0.4,0.0,0.1,1.4,1.2,0.1,0.6,0.1,0.0,-0.2,0.0,-0.1,-0.0,-0.1,-0.1,-0.1,-0.4,-0.0,-0.1
Oberlunkhofen,2.9,0.5,-1.2,0.1,-0.1,0.1,0.2,0.4,0.5,0.1,0.4,0.5,0.3,0.2,0.3,0.3,-2.9,-0.5,1.2,-0.1,0.1,-0.1,-0.2,-0.4,-0.5,-0.1,-0.4,-0.5,-0.3,-0.2,-0.3,-0.3
Oberwil-Lieli,-0.3,0.3,-0.4,-0.3,-0.1,0.0,0.3,0.1,-0.2,0.0,0.4,0.2,0.3,0.5,0.5,0.1,0.3,-0.3,0.4,0.3,0.1,0.0,-0.3,-0.1,0.2,0.0,-0.4,-0.2,-0.3,-0.5,-0.5,-0.1
Rudolfstetten-Friedlisberg,1.9,-0.1,-0.0,-0.2,-0.2,-0.5,0.3,0.5,0.4,0.0,0.5,0.6,0.3,0.8,0.3,0.2,-1.9,0.1,0.0,0.2,0.2,0.5,-0.3,-0.5,-0.4,-0.0,-0.5,-0.6,-0.3,-0.8,-0.3,-0.2
Sarmenstorf,1.7,0.2,-0.3,-0.4,-0.8,-0.2,-0.2,0.1,0.1,0.1,0.1,0.2,0.4,0.8,0.2,0.4,-1.7,-0.2,0.3,0.4,0.8,0.2,0.2,-0.1,-0.1,-0.1,-0.1,-0.2,-0.4,-0.8,-0.2,-0.4
Tägerig,0.5,0.2,-0.1,-0.3,-0.3,-0.3,0.6,0.4,0.1,0.4,0.3,0.1,0.0,0.6,0.2,0.2,-0.5,-0.2,0.1,0.3,0.3,0.3,-0.6,-0.4,-0.1,-0.4,-0.3,-0.1,0.0,-0.6,-0.2,-0.2
Uezwil,-0.4,-2.2,-0.4,0.0,-0.6,0.2,0.0,0.0,-0.2,-0.4,-0.2,0.4,0.9,0.6,0.0,0.0,0.4,2.2,0.4,0.0,0.6,-0.2,0.0,0.0,0.2,0.4,0.2,-0.4,-0.9,-0.6,0.0,0.0
Unterlunkhofen,-0.1,0.3,-0.3,-0.1,-0.5,-0.6,0.1,0.3,-0.2,0.0,0.1,0.2,0.7,0.3,0.2,0.0,0.1,-0.3,0.3,0.1,0.5,0.6,-0.1,-0.3,0.2,0.0,-0.1,-0.2,-0.7,-0.3,-0.2,0.0
Villmergen,-1.6,-0.2,-0.6,-0.8,-0.6,-0.3,-0.4,-0.1,-0.3,0.1,0.0,0.2,0.5,0.5,0.5,0.2,1.6,0.2,0.6,0.8,0.6,0.3,0.4,0.1,0.3,-0.1,-0.0,-0.2,-0.5,-0.5,-0.5,-0.2
Widen,1.4,-0.5,-0.3,-0.4,-0.3,-0.1,-0.1,0.1,0.7,0.3,0.4,0.5,0.8,0.6,0.4,0.2,-1.4,0.5,0.3,0.4,0.3,0.1,0.1,-0.1,-0.7,-0.3,-0.4,-0.5,-0.8,-0.6,-0.4,-0.2
Wohlen (AG),-0.2,-0.5,-0.9,-0.6,-0.6,-0.1,0.1,0.1,-0.0,0.2,0.4,0.3,0.6,0.7,0.7,0.3,0.2,0.5,0.9,0.6,0.6,0.1,-0.1,-0.1,0.0,-0.2,-0.4,-0.3,-0.6,-0.7,-0.7,-0.3
Zufikon,1.4,-0.3,-0.3,-0.5,-0.4,-0.2,-0.1,-0.5,0.3,0.3,0.5,0.4,0.4,0.7,0.5,0.3,-1.4,0.3,0.3,0.5,0.4,0.2,0.1,0.5,-0.3,-0.3,-0.5,-0.4,-0.4,-0.7,-0.5,-0.3
Islisberg,-2.4,-0.5,0.6,-0.3,0.0,-0.2,-0.5,0.3,-0.3,1.0,0.2,-0.2,0.3,0.8,-0.2,0.0,2.4,0.5,-0.6,0.3,0.0,0.2,0.5,-0.3,0.3,-1.0,-0.2,0.2,-0.3,-0.8,0.2,0.0
Auenstein,-0.1,0.5,-0.3,-1.2,0.3,-0.1,0.1,0.1,0.2,-0.4,-0.2,0.5,0.4,1.0,0.2,0.1,0.1,-0.5,0.3,1.2,-0.3,0.1,-0.1,-0.1,-0.2,0.4,0.2,-0.5,-0.4,-1.0,-0.2,-0.1
Birr,-1.5,-1.1,-0.7,-0.9,-0.5,-0.5,-0.1,0.0,0.1,0.2,-0.2,0.3,0.3,0.5,0.4,0.1,1.5,1.1,0.7,0.9,0.5,0.5,0.1,-0.0,-0.1,-0.2,0.2,-0.3,-0.3,-0.5,-0.4,-0.1
Birrhard,0.3,0.3,-0.3,-0.3,0.6,-0.6,0.6,0.1,0.0,0.0,0.3,-0.3,-0.1,0.6,0.4,0.1,-0.3,-0.3,0.3,0.3,-0.6,0.6,-0.6,-0.1,0.0,0.0,-0.3,0.3,0.1,-0.6,-0.4,-0.1
Bözen,0.6,-0.3,0.1,0.1,0.3,-0.3,-0.3,-0.7,0.0,0.0,-0.1,-0.1,0.8,0.8,0.4,0.4,-0.6,0.3,-0.1,-0.1,-0.3,0.3,0.3,0.7,0.0,0.0,0.1,0.1,-0.8,-0.8,-0.4,-0.4
Brugg,1.1,-0.4,-0.9,-0.7,-0.3,-0.1,0.1,-0.1,0.2,0.3,0.6,0.4,0.7,0.9,0.8,0.4,-1.1,0.4,0.9,0.7,0.3,0.1,-0.1,0.1,-0.2,-0.3,-0.6,-0.4,-0.7,-0.9,-0.8,-0.4
Effingen,2.4,1.0,0.3,-0.7,0.7,0.3,-0.3,-0.2,0.2,-0.5,0.3,0.5,0.7,1.1,0.7,0.2,-2.4,-1.0,-0.3,0.7,-0.7,-0.3,0.3,0.2,-0.2,0.5,-0.3,-0.5,-0.7,-1.1,-0.7,-0.2
Elfingen,6.5,1.1,0.4,0.4,-1.1,0.7,0.0,0.4,0.0,0.4,-0.7,0.0,0.7,0.0,0.7,1.4,-6.5,-1.1,-0.4,-0.4,1.1,-0.7,0.0,-0.4,0.0,-0.4,0.7,0.0,-0.7,0.0,-0.7,-1.4
Habsburg,0.0,0.2,1.0,0.7,-0.7,-1.0,0.2,-1.0,-0.7,0.0,0.5,-0.2,0.7,0.5,0.5,0.0,0.0,-0.2,-1.0,-0.7,0.7,1.0,-0.2,1.0,0.7,0.0,-0.5,0.2,-0.7,-0.5,-0.5,0.0
Hausen (AG),-0.7,-0.4,-0.2,-0.4,-0.6,-0.5,-0.1,0.3,0.1,-0.0,0.7,0.2,0.3,0.4,0.4,0.1,0.7,0.4,0.2,0.4,0.6,0.5,0.1,-0.3,-0.1,0.0,-0.7,-0.2,-0.3,-0.4,-0.4,-0.1
Lupfig,0.0,0.1,-0.6,-0.2,-0.5,-0.6,0.0,0.0,0.0,-0.5,0.2,0.7,0.5,1.0,0.4,0.2,-0.0,-0.1,0.6,0.2,0.5,0.6,-0.0,-0.0,0.0,0.5,-0.2,-0.7,-0.5,-1.0,-0.4,-0.2
Mandach,-7.3,-1.6,-0.9,0.0,-0.9,0.3,-0.3,-0.9,-0.9,1.3,1.3,0.3,-0.3,0.6,0.0,0.3,7.3,1.6,0.9,0.0,0.9,-0.3,0.3,0.9,0.9,-1.3,-1.3,-0.3,0.3,-0.6,0.0,-0.3
Mönthal,-1.5,-1.5,-0.3,-1.0,0.5,0.8,0.5,0.0,-0.3,0.3,-0.3,0.0,1.5,0.0,0.0,0.0,1.5,1.5,0.3,1.0,-0.5,-0.8,-0.5,0.0,0.3,-0.3,0.3,0.0,-1.5,0.0,0.0,0.0
Mülligen,-1.0,0.0,0.1,-0.1,-0.8,-0.3,-1.1,0.4,-0.7,-0.3,0.4,0.2,0.2,-0.1,0.1,0.1,1.0,0.0,-0.1,0.1,0.8,0.3,1.1,-0.4,0.7,0.3,-0.4,-0.2,-0.2,0.1,-0.1,-0.1
Remigen,-1.2,0.5,0.1,-0.5,-1.0,0.4,-0.9,-0.3,0.3,0.1,-0.1,0.0,0.5,0.6,0.0,0.4,1.2,-0.5,-0.1,0.5,1.0,-0.4,0.9,0.3,-0.3,-0.1,0.1,0.0,-0.5,-0.6,0.0,-0.4
Riniken,1.0,0.5,-0.2,-0.7,-0.5,-0.1,-0.1,0.3,0.0,0.7,-0.1,0.6,0.7,0.6,0.2,0.2,-1.0,-0.5,0.2,0.7,0.5,0.1,0.1,-0.3,0.0,-0.7,0.1,-0.6,-0.7,-0.6,-0.2,-0.2
Rüfenach,-3.7,-2.1,-0.6,-0.5,0.0,-0.5,0.0,-0.7,0.6,0.0,0.5,-0.6,0.2,0.5,0.5,0.5,3.7,2.1,0.6,0.5,0.0,0.5,0.0,0.7,-0.6,0.0,-0.5,0.6,-0.2,-0.5,-0.5,-0.5
Scherz,-1.4,0.0,-1.5,-0.8,-0.9,-1.2,-0.2,1.7,0.2,0.3,-0.5,0.5,0.3,0.0,0.6,0.2,1.4,0.0,1.5,0.8,0.9,1.2,0.2,-1.7,-0.2,-0.3,0.5,-0.5,-0.3,0.0,-0.6,-0.2
Schinznach-Bad,-3.8,-1.3,-1.1,-1.3,-0.2,-1.3,-0.6,-0.1,-0.2,0.5,-0.6,0.6,-0.1,0.6,0.6,0.3,3.8,1.3,1.1,1.3,0.2,1.3,0.6,0.1,0.2,-0.5,0.6,-0.6,0.1,-0.6,-0.6,-0.3
Thalheim (AG),-3.8,-0.1,-1.1,-0.4,-0.5,0.1,-0.6,-0.1,0.5,-0.5,0.0,0.5,0.4,0.1,0.6,0.4,3.8,0.1,1.1,0.4,0.5,-0.1,0.6,0.1,-0.5,0.5,0.0,-0.5,-0.4,-0.1,-0.6,-0.4
Veltheim (AG),-0.7,-0.4,-0.6,-1.1,-0.3,-0.4,0.3,0.6,0.0,-0.1,0.3,0.3,1.0,0.6,0.6,0.2,0.7,0.4,0.6,1.1,0.3,0.4,-0.3,-0.6,0.0,0.1,-0.3,-0.3,-1.0,-0.6,-0.6,-0.2
Villigen,-3.4,-1.4,-0.8,-0.5,-0.3,-0.4,-0.2,-0.2,-0.0,0.1,-0.0,-0.1,0.0,0.4,0.3,-0.0,3.4,1.4,0.8,0.5,0.3,0.4,0.2,0.2,0.0,-0.1,0.0,0.1,-0.0,-0.4,-0.3,0.0
Villnachern,-2.2,0.2,-0.1,-0.3,-0.6,-0.1,0.5,0.3,-0.1,-0.6,0.1,0.4,0.6,0.4,0.6,0.0,2.2,-0.2,0.1,0.3,0.6,0.1,-0.5,-0.3,0.1,0.6,-0.1,-0.4,-0.6,-0.4,-0.6,0.0
Windisch,1.1,-0.6,-1.0,-0.6,-0.1,-0.2,0.1,0.1,0.0,0.6,0.5,0.7,0.8,0.6,0.7,0.3,-1.1,0.6,1.0,0.6,0.1,0.2,-0.1,-0.1,-0.0,-0.6,-0.5,-0.7,-0.8,-0.6,-0.7,-0.3
Bözberg,0.2,-0.9,-0.1,-0.1,0.3,-0.3,-0.8,-0.1,-0.6,0.1,-0.2,0.3,0.2,0.1,0.5,0.1,-0.2,0.9,0.1,0.1,-0.3,0.3,0.8,0.1,0.6,-0.1,0.2,-0.3,-0.2,-0.1,-0.5,-0.1
Schinznach,0.4,-0.1,-0.1,-0.2,-0.4,0.2,-0.1,-0.7,-0.0,0.4,-0.0,0.6,0.5,0.8,0.6,0.5,-0.4,0.1,0.1,0.2,0.4,-0.2,0.1,0.7,0.0,-0.4,0.0,-0.6,-0.5,-0.8,-0.6,-0.5
Beinwil am See,0.4,-0.2,-0.2,-0.5,-0.0,0.0,-0.1,0.1,-0.1,-0.4,-0.4,0.3,0.2,0.6,0.4,0.8,-0.4,0.2,0.2,0.5,0.0,0.0,0.1,-0.1,0.1,0.4,0.4,-0.3,-0.2,-0.6,-0.4,-0.8
Birrwil,1.9,-0.3,-0.4,0.0,-1.1,0.4,0.4,0.4,-0.5,0.7,-0.1,0.7,0.6,0.9,0.4,0.5,-1.9,0.3,0.4,0.0,1.1,-0.4,-0.4,-0.4,0.5,-0.7,0.1,-0.7,-0.6,-0.9,-0.4,-0.5
Burg (AG),-3.2,-0.1,-0.9,0.0,-0.6,-0.2,-0.7,-0.3,-0.3,0.1,-0.3,0.5,0.9,0.3,0.5,0.5,3.2,0.1,0.9,0.0,0.6,0.2,0.7,0.3,0.3,-0.1,0.3,-0.5,-0.9,-0.3,-0.5,-0.5
Dürrenäsch,-2.0,0.2,-1.6,-1.0,0.2,-0.3,0.5,-1.3,-0.3,0.0,0.3,0.7,0.1,-0.1,0.3,0.6,2.0,-0.2,1.6,1.0,-0.2,0.3,-0.5,1.3,0.3,0.0,-0.3,-0.7,-0.1,0.1,-0.3,-0.6
Gontenschwil,-2.5,-0.5,-0.8,-0.1,0.3,-0.6,-1.2,-0.1,-0.1,0.1,-0.1,0.5,0.5,0.7,0.6,0.7,2.5,0.5,0.8,0.1,-0.3,0.6,1.2,0.1,0.1,-0.1,0.1,-0.5,-0.5,-0.7,-0.6,-0.7
Holziken,0.8,0.4,0.1,-1.2,-0.2,-0.7,-0.2,-0.1,0.1,0.5,0.0,0.2,0.5,0.5,0.6,0.3,-0.8,-0.4,-0.1,1.2,0.2,0.7,0.2,0.1,-0.1,-0.5,0.0,-0.2,-0.5,-0.5,-0.6,-0.3
Leimbach (AG),0.4,-0.8,-0.4,0.6,0.0,-0.6,-0.8,1.1,-1.1,0.2,0.4,1.1,1.5,0.2,-0.2,0.4,-0.4,0.8,0.4,-0.6,0.0,0.6,0.8,-1.1,1.1,-0.2,-0.4,-1.1,-1.5,-0.2,0.2,-0.4
Leutwil,-0.7,-0.4,-1.2,0.5,-0.3,0.5,-0.8,0.4,0.4,0.1,0.8,0.3,0.8,0.5,0.0,0.3,0.7,0.4,1.2,-0.5,0.3,-0.5,0.8,-0.4,-0.4,-0.1,-0.8,-0.3,-0.8,-0.5,0.0,-0.3
Menziken,1.6,-0.7,-0.3,-0.5,-0.4,-0.1,0.0,-0.1,0.2,0.2,0.1,0.7,0.7,0.8,0.5,0.3,-1.6,0.7,0.3,0.5,0.4,0.1,-0.0,0.1,-0.2,-0.2,-0.1,-0.7,-0.7,-0.8,-0.5,-0.3
Oberkulm,4.8,0.2,-0.1,-0.3,-0.3,0.3,-0.3,0.1,0.4,0.4,0.7,0.4,1.0,0.7,0.3,0.4,-4.8,-0.2,0.1,0.3,0.3,-0.3,0.3,-0.1,-0.4,-0.4,-0.7,-0.4,-1.0,-0.7,-0.3,-0.4
Reinach (AG),0.3,-0.5,-0.9,-0.5,-0.3,-0.3,0.0,0.2,0.1,0.2,0.5,0.4,0.7,0.9,0.6,0.3,-0.3,0.5,0.9,0.5,0.3,0.3,0.0,-0.2,-0.1,-0.2,-0.5,-0.4,-0.7,-0.9,-0.6,-0.3
Schlossrued,-0.2,-0.4,-0.6,-0.4,0.1,-0.6,0.4,-1.0,0.2,-0.7,-0.4,0.1,0.5,0.6,0.6,0.4,0.2,0.4,0.6,0.4,-0.1,0.6,-0.4,1.0,-0.2,0.7,0.4,-0.1,-0.5,-0.6,-0.6,-0.4
Schmiedrued,-0.3,-0.2,-1.0,-0.7,-0.4,0.0,-0.3,-0.8,-0.1,0.5,0.1,0.9,0.1,0.2,0.4,0.3,0.3,0.2,1.0,0.7,0.4,0.0,0.3,0.8,0.1,-0.5,-0.1,-0.9,-0.1,-0.2,-0.4,-0.3
Schöftland,3.0,-0.4,-0.2,-0.9,-0.2,-0.1,-0.1,0.2,0.4,0.4,0.4,0.6,0.7,1.0,0.9,0.4,-3.0,0.4,0.2,0.9,0.2,0.1,0.1,-0.2,-0.4,-0.4,-0.4,-0.6,-0.7,-1.0,-0.9,-0.4
Teufenthal (AG),-0.6,-0.9,-0.8,-0.7,-0.6,-0.3,0.1,-0.2,0.3,0.2,0.3,0.3,0.3,0.6,0.7,0.3,0.6,0.9,0.8,0.7,0.6,0.3,-0.1,0.2,-0.3,-0.2,-0.3,-0.3,-0.3,-0.6,-0.7,-0.3
Unterkulm,2.2,0.4,-0.5,-0.4,-0.3,0.1,-0.1,-0.2,0.5,0.4,0.5,0.3,0.4,0.6,0.4,0.3,-2.2,-0.4,0.5,0.4,0.3,-0.1,0.1,0.2,-0.5,-0.4,-0.5,-0.3,-0.4,-0.6,-0.4,-0.3
Zetzwil,-2.6,-0.4,-1.2,-0.2,-0.2,-0.8,-0.1,-0.6,-0.8,0.5,0.0,0.7,0.1,0.6,0.3,0.5,2.6,0.4,1.2,0.2,0.2,0.8,0.1,0.6,0.8,-0.5,0.0,-0.7,-0.1,-0.6,-0.3,-0.5
Eiken,-2.9,-1.3,-0.8,-0.0,-0.6,-0.6,0.2,-0.0,0.4,0.1,-0.2,0.2,0.8,0.3,0.1,0.3,2.9,1.3,0.8,0.0,0.6,0.6,-0.2,0.0,-0.4,-0.1,0.2,-0.2,-0.8,-0.3,-0.1,-0.3
Frick,-0.7,-0.7,-0.8,-0.5,-0.4,-0.1,-0.4,-0.1,0.0,0.3,0.3,0.5,0.6,0.7,0.4,0.4,0.7,0.7,0.8,0.5,0.4,0.1,0.4,0.1,0.0,-0.3,-0.3,-0.5,-0.6,-0.7,-0.4,-0.4
Gansingen,-0.4,0.2,-1.5,-0.1,-0.5,-0.4,-0.2,0.0,-0.4,-0.3,-0.1,0.3,-0.2,0.9,0.0,0.4,0.4,-0.2,1.5,0.1,0.5,0.4,0.2,0.0,0.4,0.3,0.1,-0.3,0.2,-0.9,0.0,-0.4
Gipf-Oberfrick,0.2,0.3,-0.1,-0.7,-0.2,-0.3,0.2,0.3,0.0,0.5,0.2,0.6,0.4,0.1,0.5,0.0,-0.2,-0.3,0.1,0.7,0.2,0.3,-0.2,-0.3,0.0,-0.5,-0.2,-0.6,-0.4,-0.1,-0.5,-0.0
Herznach,-2.7,0.0,-0.7,-0.6,-0.1,-0.6,0.0,-0.4,0.3,-0.2,0.4,0.2,0.3,0.7,0.2,0.6,2.7,0.0,0.7,0.6,0.1,0.6,0.0,0.4,-0.3,0.2,-0.4,-0.2,-0.3,-0.7,-0.2,-0.6
Hornussen,-3.3,-1.5,0.0,-1.0,-0.6,-1.1,-0.2,0.2,0.0,-0.2,0.0,1.0,0.6,0.0,0.6,-0.1,3.3,1.5,0.0,1.0,0.6,1.1,0.2,-0.2,0.0,0.2,0.0,-1.0,-0.6,0.0,-0.6,0.1
Kaisten,-0.7,-0.5,-0.9,-0.1,-0.2,0.0,-0.3,-0.3,0.1,-0.0,0.3,0.2,0.5,0.3,0.3,0.4,0.7,0.5,0.9,0.1,0.2,0.0,0.3,0.3,-0.1,0.0,-0.3,-0.2,-0.5,-0.3,-0.3,-0.4
Laufenburg,-2.9,-0.5,-1.0,-1.1,-0.5,-0.5,-0.6,-0.8,0.0,0.2,0.2,0.5,0.4,0.3,0.5,0.3,2.9,0.5,1.0,1.1,0.5,0.5,0.6,0.8,-0.0,-0.2,-0.2,-0.5,-0.4,-0.3,-0.5,-0.3
Münchwilen (AG),-2.9,-0.4,-0.7,-0.7,-0.2,-0.4,-0.1,-0.6,-0.2,0.4,0.6,0.2,0.3,0.4,0.4,0.3,2.9,0.4,0.7,0.7,0.2,0.4,0.1,0.6,0.2,-0.4,-0.6,-0.2,-0.3,-0.4,-0.4,-0.3
Oberhof,-1.7,1.0,-1.8,-0.5,0.7,-0.3,-0.8,-0.3,0.3,-0.3,-0.2,0.5,-0.3,1.2,0.3,0.2,1.7,-1.0,1.8,0.5,-0.7,0.3,0.8,0.3,-0.3,0.3,0.2,-0.5,0.3,-1.2,-0.3,-0.2
Oeschgen,-7.2,-1.4,-1.5,0.0,-0.8,-0.7,0.2,-1.0,0.1,-0.6,0.3,0.2,0.3,0.2,0.2,0.3,7.2,1.4,1.5,0.0,0.8,0.7,-0.2,1.0,-0.1,0.6,-0.3,-0.2,-0.3,-0.2,-0.2,-0.3
